Year,Country,Energy_Consumption,Growth_Rate
1993,Germany_Growth_Rate,-0.887573964497046,-0.887573964497046
1994,Germany_Growth_Rate,-0.5970149253731294,-0.5970149253731294
1995,Germany_Growth_Rate,0.9009009009008917,0.9009009009008917
1996,Germany_Growth_Rate,3.571428571428581,3.571428571428581
1997,Germany_Growth_Rate,-0.8620689655172376,-0.8620689655172376
1998,Germany_Growth_Rate,-0.5797101449275366,-0.5797101449275366
1999,Germany_Growth_Rate,-2.3323615160349864,-2.3323615160349864
2000,Germany_Growth_Rate,0.5970149253731405,0.5970149253731405
2001,Germany_Growth_Rate,2.9673590504450953,2.9673590504450953
2002,Germany_Growth_Rate,-2.3054755043227626,-2.3054755043227626
2003,Germany_Growth_Rate,-0.2949852507374673,-0.2949852507374673
2004,Germany_Growth_Rate,0.8875739644970349,0.8875739644970349
2005,Germany_Growth_Rate,-0.5865102639296182,-0.5865102639296182
2006,Germany_Growth_Rate,2.9498525073746285,2.9498525073746285
2007,Germany_Growth_Rate,-5.157593123209169,-5.157593123209169
2008,Germany_Growth_Rate,1.2084592145015005,1.2084592145015005
2009,Germany_Growth_Rate,-6.567164179104479,-6.567164179104479
2010,Germany_Growth_Rate,5.4313099041533475,5.4313099041533475
2011,Germany_Growth_Rate,-5.151515151515151,-5.151515151515151
2012,Germany_Growth_Rate,0.6389776357827559,0.6389776357827559
2013,Germany_Growth_Rate,2.2222222222222143,2.2222222222222143
2014,Germany_Growth_Rate,-4.6583850931677055,-4.6583850931677055
2015,Germany_Growth_Rate,0.6514657980456029,0.6514657980456029
2016,Germany_Growth_Rate,0.3236245954692629,0.3236245954692629
2017,Germany_Growth_Rate,0.3225806451612856,0.3225806451612856
2018,Germany_Growth_Rate,-2.893890675241162,-2.893890675241162
2019,Germany_Growth_Rate,-2.6490066225165587,-2.6490066225165587
2020,Germany_Growth_Rate,-6.4625850340136015,-6.4625850340136015
1990,Italy_Growth_Rate,,
1991,Italy_Growth_Rate,2.0408163265306145,2.0408163265306145
1992,Italy_Growth_Rate,-0.666666666666671,-0.666666666666671
1993,Italy_Growth_Rate,0.0,0.0
1994,Italy_Growth_Rate,-1.342281879194629,-1.342281879194629
1995,Italy_Growth_Rate,8.163265306122458,8.163265306122458
1996,Italy_Growth_Rate,0.0,0.0
1997,Italy_Growth_Rate,1.8867924528301883,1.8867924528301883
1998,Italy_Growth_Rate,2.4691358024691468,2.4691358024691468
1999,Italy_Growth_Rate,1.8072289156626509,1.8072289156626509
2000,Italy_Growth_Rate,1.775147928994092,1.775147928994092
2001,Italy_Growth_Rate,0.0,0.0
2002,Italy_Growth_Rate,1.1627906976744207,1.1627906976744207
2003,Italy_Growth_Rate,4.597701149425282,4.597701149425282
2004,Italy_Growth_Rate,0.5494505494505475,0.5494505494505475
2005,Italy_Growth_Rate,2.1857923497267784,2.1857923497267784
2006,Italy_Growth_Rate,-1.0695187165775444,-1.0695187165775444
2007,Italy_Growth_Rate,-0.540540540540535,-0.540540540540535
2008,Italy_Growth_Rate,-1.0869565217391353,-1.0869565217391353
2009,Italy_Growth_Rate,-6.593406593406592,-6.593406593406592
2010,Italy_Growth_Rate,2.35294117647058,2.35294117647058
2011,Italy_Growth_Rate,-3.4482758620689613,-3.4482758620689613
2012,Italy_Growth_Rate,-3.57142857142857,-3.57142857142857
2013,Italy_Growth_Rate,-3.703703703703709,-3.703703703703709
2014,Italy_Growth_Rate,-5.769230769230771,-5.769230769230771
2015,Italy_Growth_Rate,4.081632653061229,4.081632653061229
2016,Italy_Growth_Rate,-1.3071895424836555,-1.3071895424836555
2017,Italy_Growth_Rate,1.9867549668874274,1.9867549668874274
2018,Italy_Growth_Rate,-1.9480519480519431,-1.9480519480519431
2019,Italy_Growth_Rate,-1.3245033112582738,-1.3245033112582738
2020,Italy_Growth_Rate,-8.053691275167784,-8.053691275167784
1990,Netherlands_Growth_Rate,,
1991,Netherlands_Growth_Rate,2.9850746268656803,2.9850746268656803
1992,Netherlands_Growth_Rate,0.0,0.0
1993,Netherlands_Growth_Rate,1.449275362318847,1.449275362318847
1994,Netherlands_Growth_Rate,0.0,0.0
1995,Netherlands_Growth_Rate,4.285714285714293,4.285714285714293
1996,Netherlands_Growth_Rate,5.47945205479452,5.47945205479452
1997,Netherlands_Growth_Rate,-2.5974025974025983,-2.5974025974025983
1998,Netherlands_Growth_Rate,0.0,0.0
1999,Netherlands_Growth_Rate,-1.3333333333333308,-1.3333333333333308
2000,Netherlands_Growth_Rate,1.3513513513513598,1.3513513513513598
2001,Netherlands_Growth_Rate,2.6666666666666616,2.6666666666666616
2002,Netherlands_Growth_Rate,1.298701298701288,1.298701298701288
2003,Netherlands_Growth_Rate,2.564102564102555,2.564102564102555
2004,Netherlands_Growth_Rate,1.2499999999999956,1.2499999999999956
2005,Netherlands_Growth_Rate,-1.2345679012345734,-1.2345679012345734
2006,Netherlands_Growth_Rate,-1.2499999999999956,-1.2499999999999956
2007,Netherlands_Growth_Rate,0.0,0.0
2008,Netherlands_Growth_Rate,-1.2658227848101222,-1.2658227848101222
2009,Netherlands_Growth_Rate,-1.2820512820512775,-1.2820512820512775
2010,Netherlands_Growth_Rate,7.792207792207795,7.792207792207795
2011,Netherlands_Growth_Rate,-7.2289156626506035,-7.2289156626506035
2012,Netherlands_Growth_Rate,0.0,0.0
2013,Netherlands_Growth_Rate,-2.5974025974025983,-2.5974025974025983
2014,Netherlands_Growth_Rate,-5.333333333333334,-5.333333333333334
2015,Netherlands_Growth_Rate,1.4084507042253502,1.4084507042253502
2016,Netherlands_Growth_Rate,2.777777777777768,2.777777777777768
2017,Netherlands_Growth_Rate,0.0,0.0
2018,Netherlands_Growth_Rate,-1.3513513513513487,-1.3513513513513487
2019,Netherlands_Growth_Rate,-1.3698630136986356,-1.3698630136986356
2020,Netherlands_Growth_Rate,-2.777777777777779,-2.777777777777779
1990,Poland_Growth_Rate,,
1991,Poland_Growth_Rate,-1.9417475728155331,-1.9417475728155331
1992,Poland_Growth_Rate,-1.980198019801982,-1.980198019801982
1993,Poland_Growth_Rate,2.020202020202011,2.020202020202011
1994,Poland_Growth_Rate,-4.950495049504955,-4.950495049504955
1995,Poland_Growth_Rate,3.125,3.125
1996,Poland_Growth_Rate,5.050505050505061,5.050505050505061
1997,Poland_Growth_Rate,-1.9230769230769273,-1.9230769230769273
1998,Poland_Growth_Rate,-6.8627450980392135,-6.8627450980392135
1999,Poland_Growth_Rate,-2.1052631578947323,-2.1052631578947323
2000,Poland_Growth_Rate,-4.3010752688172005,-4.3010752688172005
2001,Poland_Growth_Rate,1.1235955056179803,1.1235955056179803
2002,Poland_Growth_Rate,-1.1111111111111072,-1.1111111111111072
2003,Poland_Growth_Rate,2.2471910112359605,2.2471910112359605
2004,Poland_Growth_Rate,0.0,0.0
2005,Poland_Growth_Rate,1.098901098901095,1.098901098901095
2006,Poland_Growth_Rate,5.434782608695654,5.434782608695654
2007,Poland_Growth_Rate,0.0,0.0
2008,Poland_Growth_Rate,1.0309278350515427,1.0309278350515427
2009,Poland_Growth_Rate,-4.081632653061229,-4.081632653061229
2010,Poland_Growth_Rate,7.446808510638303,7.446808510638303
2011,Poland_Growth_Rate,0.0,0.0
2012,Poland_Growth_Rate,-2.970297029702973,-2.970297029702973
2013,Poland_Growth_Rate,0.0,0.0
2014,Poland_Growth_Rate,-3.0612244897959218,-3.0612244897959218
2015,Poland_Growth_Rate,1.0526315789473717,1.0526315789473717
2016,Poland_Growth_Rate,4.166666666666674,4.166666666666674
2017,Poland_Growth_Rate,4.0000000000000036,4.0000000000000036
2018,Poland_Growth_Rate,1.9230769230769162,1.9230769230769162
2019,Poland_Growth_Rate,-2.8301886792452824,-2.8301886792452824
2020,Poland_Growth_Rate,-5.825242718446599,-5.825242718446599
1990,Portugal_Growth_Rate,,
1991,Portugal_Growth_Rate,0.0,0.0
1992,Portugal_Growth_Rate,5.882352941176472,5.882352941176472
1993,Portugal_Growth_Rate,0.0,0.0
1994,Portugal_Growth_Rate,0.0,0.0
1995,Portugal_Growth_Rate,11.111111111111116,11.111111111111116
1996,Portugal_Growth_Rate,0.0,0.0
1997,Portugal_Growth_Rate,5.000000000000004,5.000000000000004
1998,Portugal_Growth_Rate,9.523809523809534,9.523809523809534
1999,Portugal_Growth_Rate,4.347826086956519,4.347826086956519
2000,Portugal_Growth_Rate,4.166666666666674,4.166666666666674
2001,Portugal_Growth_Rate,0.0,0.0
2002,Portugal_Growth_Rate,4.0000000000000036,4.0000000000000036
2003,Portugal_Growth_Rate,-3.8461538461538436,-3.8461538461538436
2004,Portugal_Growth_Rate,4.0000000000000036,4.0000000000000036
2005,Portugal_Growth_Rate,0.0,0.0
2006,Portugal_Growth_Rate,-3.8461538461538436,-3.8461538461538436
2007,Portugal_Growth_Rate,0.0,0.0
2008,Portugal_Growth_Rate,0.0,0.0
2009,Portugal_Growth_Rate,-4.0000000000000036,-4.0000000000000036
2010,Portugal_Growth_Rate,-4.1666666666666625,-4.1666666666666625
2011,Portugal_Growth_Rate,0.0,0.0
2012,Portugal_Growth_Rate,-8.695652173913048,-8.695652173913048
2013,Portugal_Growth_Rate,4.761904761904767,4.761904761904767
2014,Portugal_Growth_Rate,-4.545454545454541,-4.545454545454541
2015,Portugal_Growth_Rate,4.761904761904767,4.761904761904767
2016,Portugal_Growth_Rate,0.0,0.0
2017,Portugal_Growth_Rate,4.545454545454541,4.545454545454541
2018,Portugal_Growth_Rate,-4.347826086956519,-4.347826086956519
2019,Portugal_Growth_Rate,0.0,0.0
2020,Portugal_Growth_Rate,-9.090909090909093,-9.090909090909093
1990,Romania_Growth_Rate,,
1991,Romania_Growth_Rate,-17.741935483870964,-17.741935483870964
1992,Romania_Growth_Rate,-9.80392156862745,-9.80392156862745
1993,Romania_Growth_Rate,0.0,0.0
1994,Romania_Growth_Rate,-6.521739130434778,-6.521739130434778
1995,Romania_Growth_Rate,9.302325581395344,9.302325581395344
1996,Romania_Growth_Rate,2.127659574468077,2.127659574468077
1997,Romania_Growth_Rate,-6.25,-6.25
1998,Romania_Growth_Rate,-8.888888888888891,-8.888888888888891
1999,Romania_Growth_Rate,-12.195121951219512,-12.195121951219512
2000,Romania_Growth_Rate,0.0,0.0
2001,Romania_Growth_Rate,2.777777777777768,2.777777777777768
2002,Romania_Growth_Rate,2.7027027027026973,2.7027027027026973
2003,Romania_Growth_Rate,5.263157894736836,5.263157894736836
2004,Romania_Growth_Rate,-2.500000000000002,-2.500000000000002
2005,Romania_Growth_Rate,0.0,0.0
2006,Romania_Growth_Rate,2.564102564102555,2.564102564102555
2007,Romania_Growth_Rate,0.0,0.0
2008,Romania_Growth_Rate,0.0,0.0
2009,Romania_Growth_Rate,-12.5,-12.5
2010,Romania_Growth_Rate,0.0,0.0
2011,Romania_Growth_Rate,2.857142857142847,2.857142857142847
2012,Romania_Growth_Rate,-2.777777777777779,-2.777777777777779
2013,Romania_Growth_Rate,-8.571428571428575,-8.571428571428575
2014,Romania_Growth_Rate,0.0,0.0
2015,Romania_Growth_Rate,0.0,0.0
2016,Romania_Growth_Rate,0.0,0.0
2017,Romania_Growth_Rate,3.125,3.125
2018,Romania_Growth_Rate,3.0303030303030276,3.0303030303030276
2019,Romania_Growth_Rate,-2.941176470588236,-2.941176470588236
2020,Romania_Growth_Rate,-3.0303030303030276,-3.0303030303030276
1990,Spain_Growth_Rate,,
1991,Spain_Growth_Rate,3.3333333333333437,3.3333333333333437
1992,Spain_Growth_Rate,2.1505376344086002,2.1505376344086002
1993,Spain_Growth_Rate,-4.210526315789476,-4.210526315789476
1994,Spain_Growth_Rate,5.494505494505497,5.494505494505497
1995,Spain_Growth_Rate,5.208333333333326,5.208333333333326
1996,Spain_Growth_Rate,-1.980198019801982,-1.980198019801982
1997,Spain_Growth_Rate,7.070707070707072,7.070707070707072
1998,Spain_Growth_Rate,4.716981132075482,4.716981132075482
1999,Spain_Growth_Rate,4.504504504504503,4.504504504504503
2000,Spain_Growth_Rate,4.31034482758621,4.31034482758621
2001,Spain_Growth_Rate,3.305785123966931,3.305785123966931
2002,Spain_Growth_Rate,2.400000000000002,2.400000000000002
2003,Spain_Growth_Rate,3.90625,3.90625
2004,Spain_Growth_Rate,4.511278195488733,4.511278195488733
2005,Spain_Growth_Rate,2.158273381294973,2.158273381294973
2006,Spain_Growth_Rate,-0.7042253521126751,-0.7042253521126751
2007,Spain_Growth_Rate,1.4184397163120588,1.4184397163120588
2008,Spain_Growth_Rate,-2.7972027972028024,-2.7972027972028024
2009,Spain_Growth_Rate,-8.633093525179858,-8.633093525179858
2010,Spain_Growth_Rate,0.0,0.0
2011,Spain_Growth_Rate,-1.5748031496062964,-1.5748031496062964
2012,Spain_Growth_Rate,-0.8000000000000007,-0.8000000000000007
2013,Spain_Growth_Rate,-6.451612903225811,-6.451612903225811
2014,Spain_Growth_Rate,-2.5862068965517238,-2.5862068965517238
2015,Spain_Growth_Rate,3.539823008849563,3.539823008849563
2016,Spain_Growth_Rate,0.8547008547008517,0.8547008547008517
2017,Spain_Growth_Rate,5.932203389830515,5.932203389830515
2018,Spain_Growth_Rate,-0.8000000000000007,-0.8000000000000007
2019,Spain_Growth_Rate,-2.4193548387096753,-2.4193548387096753
2020,Spain_Growth_Rate,-11.570247933884293,-11.570247933884293
1990,Sweden_Growth_Rate,,
1991,Sweden_Growth_Rate,4.255319148936176,4.255319148936176
1992,Sweden_Growth_Rate,-4.081632653061229,-4.081632653061229
1993,Sweden_Growth_Rate,-2.127659574468088,-2.127659574468088
1994,Sweden_Growth_Rate,8.695652173913038,8.695652173913038
1995,Sweden_Growth_Rate,0.0,0.0
1996,Sweden_Growth_Rate,2.0000000000000018,2.0000000000000018
1997,Sweden_Growth_Rate,-1.9607843137254943,-1.9607843137254943
1998,Sweden_Growth_Rate,2.0000000000000018,2.0000000000000018
1999,Sweden_Growth_Rate,-1.9607843137254943,-1.9607843137254943
2000,Sweden_Growth_Rate,-4.0000000000000036,-4.0000000000000036
2001,Sweden_Growth_Rate,4.166666666666674,4.166666666666674
2002,Sweden_Growth_Rate,4.0000000000000036,4.0000000000000036
2003,Sweden_Growth_Rate,-1.9230769230769273,-1.9230769230769273
2004,Sweden_Growth_Rate,3.9215686274509887,3.9215686274509887
2005,Sweden_Growth_Rate,-1.8867924528301883,-1.8867924528301883
2006,Sweden_Growth_Rate,-3.8461538461538436,-3.8461538461538436
2007,Sweden_Growth_Rate,0.0,0.0
2008,Sweden_Growth_Rate,0.0,0.0
2009,Sweden_Growth_Rate,-9.999999999999998,-9.999999999999998
2010,Sweden_Growth_Rate,13.33333333333333,13.33333333333333
2011,Sweden_Growth_Rate,-1.9607843137254943,-1.9607843137254943
2012,Sweden_Growth_Rate,0.0,0.0
2013,Sweden_Growth_Rate,-2.0000000000000018,-2.0000000000000018
2014,Sweden_Growth_Rate,-2.0408163265306145,-2.0408163265306145
2015,Sweden_Growth_Rate,-8.333333333333337,-8.333333333333337
2016,Sweden_Growth_Rate,9.090909090909083,9.090909090909083
2017,Sweden_Growth_Rate,2.083333333333326,2.083333333333326
2018,Sweden_Growth_Rate,2.0408163265306145,2.0408163265306145
2019,Sweden_Growth_Rate,-2.0000000000000018,-2.0000000000000018
2020,Sweden_Growth_Rate,-4.081632653061229,-4.081632653061229
1990,United Kingdom_Growth_Rate,,
1991,United Kingdom_Growth_Rate,3.398058252427183,3.398058252427183
1992,United Kingdom_Growth_Rate,0.0,0.0
1993,United Kingdom_Growth_Rate,0.9389671361502261,0.9389671361502261
1994,United Kingdom_Growth_Rate,0.46511627906977715,0.46511627906977715
1995,United Kingdom_Growth_Rate,0.4629629629629539,0.4629629629629539
1996,United Kingdom_Growth_Rate,4.147465437788012,4.147465437788012
1997,United Kingdom_Growth_Rate,-3.0973451327433676,-3.0973451327433676
1998,United Kingdom_Growth_Rate,0.9132420091324311,0.9132420091324311
1999,United Kingdom_Growth_Rate,0.4524886877828038,0.4524886877828038
2000,United Kingdom_Growth_Rate,0.45045045045044585,0.45045045045044585
2001,United Kingdom_Growth_Rate,0.4484304932735439,0.4484304932735439
2002,United Kingdom_Growth_Rate,-1.3392857142857095,-1.3392857142857095
2003,United Kingdom_Growth_Rate,1.3574660633484115,1.3574660633484115
2004,United Kingdom_Growth_Rate,-0.8928571428571397,-0.8928571428571397
2005,United Kingdom_Growth_Rate,0.45045045045044585,0.45045045045044585
2006,United Kingdom_Growth_Rate,-1.7937219730941756,-1.7937219730941756
2007,United Kingdom_Growth_Rate,-3.65296803652968,-3.65296803652968
2008,United Kingdom_Growth_Rate,-0.9478672985781977,-0.9478672985781977
2009,United Kingdom_Growth_Rate,-6.2200956937799035,-6.2200956937799035
2010,United Kingdom_Growth_Rate,4.081632653061229,4.081632653061229
2011,United Kingdom_Growth_Rate,-7.352941176470584,-7.352941176470584
2012,United Kingdom_Growth_Rate,2.645502645502651,2.645502645502651
2013,United Kingdom_Growth_Rate,-1.546391752577314,-1.546391752577314
2014,United Kingdom_Growth_Rate,-5.759162303664922,-5.759162303664922
2015,United Kingdom_Growth_Rate,1.1111111111111072,1.1111111111111072
2016,United Kingdom_Growth_Rate,-1.6483516483516536,-1.6483516483516536
2017,United Kingdom_Growth_Rate,-1.6759776536312887,-1.6759776536312887
2018,United Kingdom_Growth_Rate,-0.5681818181818232,-0.5681818181818232
2019,United Kingdom_Growth_Rate,-2.857142857142858,-2.857142857142858
2020,United Kingdom_Growth_Rate,-9.411764705882353,-9.411764705882353
1990,Norway_Growth_Rate,,
1991,Norway_Growth_Rate,4.761904761904767,4.761904761904767
1992,Norway_Growth_Rate,0.0,0.0
1993,Norway_Growth_Rate,9.090909090909083,9.090909090909083
1994,Norway_Growth_Rate,-4.1666666666666625,-4.1666666666666625
1995,Norway_Growth_Rate,4.347826086956519,4.347826086956519
1996,Norway_Growth_Rate,-4.1666666666666625,-4.1666666666666625
1997,Norway_Growth_Rate,4.347826086956519,4.347826086956519
1998,Norway_Growth_Rate,4.166666666666674,4.166666666666674
1999,Norway_Growth_Rate,4.0000000000000036,4.0000000000000036
2000,Norway_Growth_Rate,0.0,0.0
2001,Norway_Growth_Rate,3.8461538461538547,3.8461538461538547
2002,Norway_Growth_Rate,-7.4074074074074066,-7.4074074074074066
2003,Norway_Growth_Rate,8.000000000000007,8.000000000000007
2004,Norway_Growth_Rate,0.0,0.0
2005,Norway_Growth_Rate,0.0,0.0
2006,Norway_Growth_Rate,0.0,0.0
2007,Norway_Growth_Rate,3.703703703703698,3.703703703703698
2008,Norway_Growth_Rate,14.28571428571428,14.28571428571428
2009,Norway_Growth_Rate,0.0,0.0
2010,Norway_Growth_Rate,3.125,3.125
2011,Norway_Growth_Rate,-15.151515151515149,-15.151515151515149
2012,Norway_Growth_Rate,10.71428571428572,10.71428571428572
2013,Norway_Growth_Rate,6.451612903225801,6.451612903225801
2014,Norway_Growth_Rate,-12.121212121212121,-12.121212121212121
2015,Norway_Growth_Rate,3.4482758620689724,3.4482758620689724
2016,Norway_Growth_Rate,-3.3333333333333326,-3.3333333333333326
2017,Norway_Growth_Rate,3.4482758620689724,3.4482758620689724
2018,Norway_Growth_Rate,-3.3333333333333326,-3.3333333333333326
2019,Norway_Growth_Rate,-3.4482758620689613,-3.4482758620689613
2020,Norway_Growth_Rate,-3.57142857142857,-3.57142857142857
1990,Turkey_Growth_Rate,,
1991,Turkey_Growth_Rate,0.0,0.0
1992,Turkey_Growth_Rate,3.9215686274509887,3.9215686274509887
1993,Turkey_Growth_Rate,5.660377358490565,5.660377358490565
1994,Turkey_Growth_Rate,0.0,0.0
1995,Turkey_Growth_Rate,8.92857142857142,8.92857142857142
1996,Turkey_Growth_Rate,8.196721311475418,8.196721311475418
1997,Turkey_Growth_Rate,6.060606060606055,6.060606060606055
1998,Turkey_Growth_Rate,1.4285714285714235,1.4285714285714235
1999,Turkey_Growth_Rate,-1.4084507042253502,-1.4084507042253502
2000,Turkey_Growth_Rate,8.571428571428562,8.571428571428562
2001,Turkey_Growth_Rate,-7.8947368421052655,-7.8947368421052655
2002,Turkey_Growth_Rate,5.714285714285716,5.714285714285716
2003,Turkey_Growth_Rate,6.756756756756754,6.756756756756754
2004,Turkey_Growth_Rate,2.5316455696202445,2.5316455696202445
2005,Turkey_Growth_Rate,3.703703703703698,3.703703703703698
2006,Turkey_Growth_Rate,10.71428571428572,10.71428571428572
2007,Turkey_Growth_Rate,7.526881720430101,7.526881720430101
2008,Turkey_Growth_Rate,-2.0000000000000018,-2.0000000000000018
2009,Turkey_Growth_Rate,0.0,0.0
2010,Turkey_Growth_Rate,8.163265306122458,8.163265306122458
2011,Turkey_Growth_Rate,5.660377358490565,5.660377358490565
2012,Turkey_Growth_Rate,5.35714285714286,5.35714285714286
2013,Turkey_Growth_Rate,-2.5423728813559365,-2.5423728813559365
2014,Turkey_Growth_Rate,3.4782608695652195,3.4782608695652195
2015,Turkey_Growth_Rate,8.403361344537807,8.403361344537807
2016,Turkey_Growth_Rate,6.20155038759691,6.20155038759691
2017,Turkey_Growth_Rate,7.299270072992692,7.299270072992692
2018,Turkey_Growth_Rate,-2.0408163265306145,-2.0408163265306145
2019,Turkey_Growth_Rate,0.694444444444442,0.694444444444442
2020,Turkey_Growth_Rate,-2.758620689655178,-2.758620689655178
1990,Kazakhstan_Growth_Rate,,
1991,Kazakhstan_Growth_Rate,2.7397260273972712,2.7397260273972712
1992,Kazakhstan_Growth_Rate,5.333333333333323,5.333333333333323
1993,Kazakhstan_Growth_Rate,-16.455696202531644,-16.455696202531644
1994,Kazakhstan_Growth_Rate,-12.121212121212121,-12.121212121212121
1995,Kazakhstan_Growth_Rate,-10.344827586206895,-10.344827586206895
1996,Kazakhstan_Growth_Rate,-13.461538461538458,-13.461538461538458
1997,Kazakhstan_Growth_Rate,-13.33333333333333,-13.33333333333333
1998,Kazakhstan_Growth_Rate,0.0,0.0
1999,Kazakhstan_Growth_Rate,-7.692307692307687,-7.692307692307687
2000,Kazakhstan_Growth_Rate,0.0,0.0
2001,Kazakhstan_Growth_Rate,-2.777777777777779,-2.777777777777779
2002,Kazakhstan_Growth_Rate,14.28571428571428,14.28571428571428
2003,Kazakhstan_Growth_Rate,7.499999999999996,7.499999999999996
2004,Kazakhstan_Growth_Rate,18.60465116279071,18.60465116279071
2005,Kazakhstan_Growth_Rate,0.0,0.0
2006,Kazakhstan_Growth_Rate,19.6078431372549,19.6078431372549
2007,Kazakhstan_Growth_Rate,8.196721311475418,8.196721311475418
2008,Kazakhstan_Growth_Rate,6.060606060606055,6.060606060606055
2009,Kazakhstan_Growth_Rate,-9.999999999999998,-9.999999999999998
2010,Kazakhstan_Growth_Rate,9.523809523809534,9.523809523809534
2011,Kazakhstan_Growth_Rate,11.594202898550732,11.594202898550732
2012,Kazakhstan_Growth_Rate,-3.8961038961038974,-3.8961038961038974
2013,Kazakhstan_Growth_Rate,10.81081081081081,10.81081081081081
2014,Kazakhstan_Growth_Rate,-20.731707317073166,-20.731707317073166
2015,Kazakhstan_Growth_Rate,-15.384615384615385,-15.384615384615385
2016,Kazakhstan_Growth_Rate,16.36363636363636,16.36363636363636
2017,Kazakhstan_Growth_Rate,3.125,3.125
2018,Kazakhstan_Growth_Rate,15.15151515151516,15.15151515151516
2019,Kazakhstan_Growth_Rate,1.3157894736842035,1.3157894736842035
2020,Kazakhstan_Growth_Rate,-9.090909090909093,-9.090909090909093
1990,Russia_Growth_Rate,,
1991,Russia_Growth_Rate,-0.9101251422070522,-0.9101251422070522
1992,Russia_Growth_Rate,-8.7256027554535,-8.7256027554535
1993,Russia_Growth_Rate,-5.534591194968552,-5.534591194968552
1994,Russia_Growth_Rate,-12.51664447403462,-12.51664447403462
1995,Russia_Growth_Rate,-3.1963470319634757,-3.1963470319634757
1996,Russia_Growth_Rate,-0.9433962264150941,-0.9433962264150941
1997,Russia_Growth_Rate,-4.444444444444439,-4.444444444444439
1998,Russia_Growth_Rate,-2.3255813953488413,-2.3255813953488413
1999,Russia_Growth_Rate,3.571428571428581,3.571428571428581
2000,Russia_Growth_Rate,1.6420361247947435,1.6420361247947435
2001,Russia_Growth_Rate,1.1308562197092087,1.1308562197092087
2002,Russia_Growth_Rate,-0.4792332268370614,-0.4792332268370614
2003,Russia_Growth_Rate,3.5313001605136396,3.5313001605136396
2004,Russia_Growth_Rate,0.31007751937983663,0.31007751937983663
2005,Russia_Growth_Rate,0.6182380216383399,0.6182380216383399
2006,Russia_Growth_Rate,2.9185867895545226,2.9185867895545226
2007,Russia_Growth_Rate,0.29850746268655914,0.29850746268655914
2008,Russia_Growth_Rate,2.3809523809523725,2.3809523809523725
2009,Russia_Growth_Rate,-5.959302325581395,-5.959302325581395
2010,Russia_Growth_Rate,6.3369397217929,6.3369397217929
2011,Russia_Growth_Rate,3.3430232558139483,3.3430232558139483
2012,Russia_Growth_Rate,2.390998593530247,2.390998593530247
2013,Russia_Growth_Rate,-2.8846153846153855,-2.8846153846153855
2014,Russia_Growth_Rate,0.0,0.0
2015,Russia_Growth_Rate,-1.980198019801982,-1.980198019801982
2016,Russia_Growth_Rate,3.0303030303030276,3.0303030303030276
2017,Russia_Growth_Rate,2.1008403361344463,2.1008403361344463
2018,Russia_Growth_Rate,4.252400548696844,4.252400548696844
2019,Russia_Growth_Rate,1.0526315789473717,1.0526315789473717
2020,Russia_Growth_Rate,-4.8177083333333375,-4.8177083333333375
1990,Ukraine_Growth_Rate,,
1991,Ukraine_Growth_Rate,0.0,0.0
1992,Ukraine_Growth_Rate,-12.698412698412698,-12.698412698412698
1993,Ukraine_Growth_Rate,-11.363636363636365,-11.363636363636365
1994,Ukraine_Growth_Rate,-14.871794871794874,-14.871794871794874
1995,Ukraine_Growth_Rate,-1.2048192771084376,-1.2048192771084376
1996,Ukraine_Growth_Rate,-8.536585365853655,-8.536585365853655
1997,Ukraine_Growth_Rate,-4.0000000000000036,-4.0000000000000036
1998,Ukraine_Growth_Rate,-5.555555555555558,-5.555555555555558
1999,Ukraine_Growth_Rate,-0.7352941176470562,-0.7352941176470562
2000,Ukraine_Growth_Rate,-0.7407407407407418,-0.7407407407407418
2001,Ukraine_Growth_Rate,0.0,0.0
2002,Ukraine_Growth_Rate,1.4925373134328401,1.4925373134328401
2003,Ukraine_Growth_Rate,3.6764705882353033,3.6764705882353033
2004,Ukraine_Growth_Rate,0.7092198581560183,0.7092198581560183
2005,Ukraine_Growth_Rate,-0.7042253521126751,-0.7042253521126751
2006,Ukraine_Growth_Rate,-2.8368794326241176,-2.8368794326241176
2007,Ukraine_Growth_Rate,1.4598540145985384,1.4598540145985384
2008,Ukraine_Growth_Rate,-2.877697841726623,-2.877697841726623
2009,Ukraine_Growth_Rate,-15.555555555555555,-15.555555555555555
2010,Ukraine_Growth_Rate,15.789473684210531,15.789473684210531
2011,Ukraine_Growth_Rate,-4.545454545454541,-4.545454545454541
2012,Ukraine_Growth_Rate,-3.1746031746031744,-3.1746031746031744
2013,Ukraine_Growth_Rate,-4.918032786885251,-4.918032786885251
2014,Ukraine_Growth_Rate,-8.62068965517241,-8.62068965517241
2015,Ukraine_Growth_Rate,-12.264150943396224,-12.264150943396224
2016,Ukraine_Growth_Rate,-1.0752688172043001,-1.0752688172043001
2017,Ukraine_Growth_Rate,-3.2608695652173947,-3.2608695652173947
2018,Ukraine_Growth_Rate,4.494382022471921,4.494382022471921
2019,Ukraine_Growth_Rate,-4.3010752688172005,-4.3010752688172005
2020,Ukraine_Growth_Rate,-3.3707865168539297,-3.3707865168539297
1990,Uzbekistan_Growth_Rate,,
1991,Uzbekistan_Growth_Rate,2.127659574468077,2.127659574468077
1992,Uzbekistan_Growth_Rate,-6.25,-6.25
1993,Uzbekistan_Growth_Rate,4.444444444444451,4.444444444444451
